"Points:0","Points:1","Points:2","Pressure","Total_Pressure","Velocity:0","Velocity:1","Velocity:2"
-6,0.14168,0,7.9896,8.4606,0.97287,0,0
-6,0.18963,0,7.9905,8.7456,1.2294,0,0
12,0.31987,0,0,6.5719,3.6196,0.0017833,0
12,0.27467,0,0,6.9416,3.7228,0.00074987,0
-6,0.71708,0,7.9906,9.3071,1.623,0,0
-6,0.76503,0,7.9888,9.0217,1.4381,0,0
-6,0.33348,0,7.9912,9.5722,1.7782,0,0
-6,0.38143,0,7.9916,9.773,1.8875,0,0
-6,0.52528,0,7.9925,9.9828,1.9949,0,0
-6,0.57323,0,7.992,9.9068,1.9571,0,0
-6,0.23758,0,7.9902,9.0406,1.4491,0,0
-6,0.28553,0,7.9906,9.3226,1.632,0,0
-6,0.42938,0,7.9919,9.9127,1.9601,0,0
-6,0.47733,0,7.9924,9.9849,1.9959,0,0
-6,0.62118,0,7.9918,9.7635,1.8825,0,0
-6,0.66913,0,7.9914,9.5596,1.7712,0,0
5.18,-2.784e-16,0,1.9917,1.9917,0,0,0
5.1308,-2.8041e-16,0,2.0059,2.0059,0,0,0
5.2302,-2.7635e-16,0,1.9789,1.9789,0,0,0
5.2804,-2.7431e-16,0,1.9676,1.9676,0,0,0
5.3305,-2.7226e-16,0,1.9573,1.9573,0,0,0
5.3807,-2.7021e-16,0,1.9474,1.9474,0,0,0
5.4309,-2.6816e-16,0,1.9373,1.9373,0,0,0
5.481,-2.6611e-16,0,1.9265,1.9265,0,0,0
5.5312,-2.6407e-16,0,1.9151,1.9151,0,0,0
5.5814,-2.6202e-16,0,1.9032,1.9032,0,0,0
5.6315,-2.5997e-16,0,1.891,1.891,0,0,0
5.6817,-2.5792e-16,0,1.8788,1.8788,0,0,0
5.7319,-2.5588e-16,0,1.8663,1.8663,0,0,0
5.782,-2.5383e-16,0,1.8535,1.8535,0,0,0
5.8322,-2.5178e-16,0,1.8405,1.8405,0,0,0
5.8824,-2.4973e-16,0,1.8275,1.8275,0,0,0
5.9325,-2.4768e-16,0,1.8148,1.8148,0,0,0
5.9827,-2.4564e-16,0,1.8022,1.8022,0,0,0
6.0329,-2.4359e-16,0,1.7897,1.7897,0,0,0
6.083,-2.4154e-16,0,1.7768,1.7768,0,0,0
6.1332,-2.3949e-16,0,1.7634,1.7634,0,0,0
6.1834,-2.3744e-16,0,1.7497,1.7497,0,0,0
6.2335,-2.354e-16,0,1.7356,1.7356,0,0,0
6.2837,-2.3335e-16,0,1.7214,1.7214,0,0,0
6.3338,-2.313e-16,0,1.7068,1.7068,0,0,0
