"Points:0","Points:1","Points:2","Pressure","Total_Pressure","Velocity:0","Velocity:1","Velocity:2"
-6,0.717,0,6.4979,7.815,1.6233,0,0
-6,0.76494,0,6.497,7.5313,1.4384,0,0
-6,0.3814,0,6.4996,8.2811,1.8875,0,0
-6,0.42934,0,6.4998,8.4209,1.9601,0,0
12,0.40745,0,0,3.5719,2.6735,-0.0013709,0
12,0.36508,0,0,5.3492,3.2756,0.0015252,0
12,0.31987,0,0,6.4526,3.5913,0.0021502,2.1684e-19
4.2638,0.5,0,1.6705,1.6705,0,0,0
4.2935,0.5,0,1.6623,1.6623,0,0,0
4.3232,0.5,0,1.6541,1.6541,0,0,0
4.3529,0.5,0,1.6459,1.6459,0,0,0
4.3826,0.5,0,1.6378,1.6378,0,0,0
4.4123,0.5,0,1.6297,1.6297,0,0,0
4.442,0.5,0,1.6216,1.6216,0,0,0
4.4718,0.5,0,1.6136,1.6136,0,0,0
4.5015,0.5,0,1.6056,1.6056,0,0,0
4.5312,0.5,0,1.5976,1.5976,0,0,0
4.5609,0.5,0,1.5897,1.5897,0,0,0
4.5906,0.5,0,1.5816,1.5816,0,0,0
4.6203,0.5,0,1.5736,1.5736,0,0,0
4.65,0.5,0,1.5655,1.5655,0,0,0
4.6797,0.5,0,1.5575,1.5575,0,0,0
4.7095,0.5,0,1.5495,1.5495,0,0,0
4.7392,0.5,0,1.5416,1.5416,0,0,0
4.7689,0.5,0,1.5336,1.5336,0,0,0
4.7986,0.5,0,1.5257,1.5257,0,0,0
4.8283,0.5,0,1.5178,1.5178,0,0,0
4.858,0.5,0,1.5099,1.5099,0,0,0
4.8877,0.5,0,1.5021,1.5021,0,0,0
4.9174,0.5,0,1.4942,1.4942,0,0,0
4.9471,0.5,0,1.4863,1.4863,0,0,0
4.9769,0.5,0,1.4784,1.4784,0,0,0
5.0066,0.5,0,1.4704,1.4704,0,0,0
5.0364,0.5,0,1.4622,1.4622,0,0,0
5.0671,0.5,0,1.4537,1.4537,0,0,0
5.1016,0.5,0,1.4439,1.4439,0,0,0
5.1426,0.5,0,1.4322,1.4322,0,0,0
5.1893,0.5,0,1.4193,1.4193,0,0,0
5.239,0.5,0,1.4064,1.4064,0,0,0
5.2887,0.5,0,1.3943,1.3943,0,0,0
5.3384,0.5,0,1.3827,1.3827,0,0,0
5.3882,0.5,0,1.3715,1.3715,0,0,0
5.4379,0.5,0,1.3606,1.3606,0,0,0
5.4876,0.5,0,1.3499,1.3499,0,0,0
5.5374,0.5,0,1.3394,1.3394,0,0,0
5.5871,0.5,0,1.329,1.329,0,0,0
5.6368,0.5,0,1.3187,1.3187,0,0,0
5.6865,0.5,0,1.3085,1.3085,0,0,0
5.7363,0.5,0,1.2983,1.2983,0,0,0
5.786,0.5,0,1.2881,1.2881,0,0,0
5.8357,0.5,0,1.278,1.278,0,0,0
5.8854,0.5,0,1.2677,1.2677,0,0,0
5.9352,0.5,0,1.2575,1.2575,0,0,0
5.9849,0.5,0,1.2471,1.2471,0,0,0
6.0346,0.5,0,1.2367,1.2367,0,0,0
6.0843,0.5,0,1.2262,1.2262,0,0,0
6.1341,0.5,0,1.2158,1.2158,0,0,0
6.1838,0.5,0,1.2056,1.2056,0,0,0
6.2335,0.5,0,1.196,1.196,0,0,0
6.2832,0.5,0,1.1866,1.1866,0,0,0
6.333,0.5,0,1.1773,1.1773,0,0,0
6.3827,0.5,0,1.1679,1.1679,0,0,0
6.4324,0.5,0,1.1584,1.1584,0,0,0
6.4821,0.5,0,1.1489,1.1489,0,0,0
6.5319,0.5,0,1.1394,1.1394,0,0,0
6.5816,0.5,0,1.1299,1.1299,0,0,0
6.6313,0.5,0,1.1203,1.1203,0,0,0
6.681,0.5,0,1.1106,1.1106,0,0,0
6.7308,0.5,0,1.1009,1.1009,0,0,0
6.7805,0.5,0,1.0911,1.0911,0,0,0
6.8302,0.5,0,1.0813,1.0813,0,0,0
6.8799,0.5,0,1.0714,1.0714,0,0,0
6.9297,0.5,0,1.0614,1.0614,0,0,0
6.9794,0.5,0,1.0514,1.0514,0,0,0
7.0291,0.5,0,1.0414,1.0414,0,0,0
7.0788,0.5,0,1.0313,1.0313,0,0,0
7.1286,0.5,0,1.0212,1.0212,0,0,0
7.1783,0.5,0,1.011,1.011,0,0,0
7.228,0.5,0,1.0005,1.0005,0,0,0
7.2777,0.5,0,0.98964,0.98964,0,0,0
7.3275,0.5,0,0.97861,0.97861,0,0,0
7.3772,0.5,0,0.96765,0.96765,0,0,0
7.4269,0.5,0,0.9569,0.9569,0,0,0
7.4766,0.5,0,0.94629,0.94629,0,0,0
7.5264,0.5,0,0.93571,0.93571,0,0,0
7.5761,0.5,0,0.92512,0.92512,0,0,0
7.6258,0.5,0,0.91452,0.91452,0,0,0
7.6755,0.5,0,0.90391,0.90391,0,0,0
7.7253,0.5,0,0.8933,0.8933,0,0,0
7.775,0.5,0,0.88267,0.88267,0,0,0
7.8247,0.5,0,0.87202,0.87202,0,0,0
7.8744,0.5,0,0.86135,0.86135,0,0,0
7.9242,0.5,0,0.85066,0.85066,0,0,0
7.9739,0.5,0,0.83996,0.83996,0,0,0
8.0236,0.5,0,0.82924,0.82924,0,0,0
8.0733,0.5,0,0.81851,0.81851,0,0,0
8.1231,0.5,0,0.80777,0.80777,0,0,0
8.1728,0.5,0,0.79701,0.79701,0,0,0
8.2225,0.5,0,0.78624,0.78624,0,0,0
8.2722,0.5,0,0.77546,0.77546,0,0,0
8.322,0.5,0,0.76467,0.76467,0,0,0
8.3717,0.5,0,0.75387,0.75387,0,0,0
8.4214,0.5,0,0.74306,0.74306,0,0,0
8.4711,0.5,0,0.73224,0.73224,0,0,0
8.5209,0.5,0,0.72142,0.72142,0,0,0
8.5706,0.5,0,0.7106,0.7106,0,0,0
8.6203,0.5,0,0.69977,0.69977,0,0,0
8.67,0.5,0,0.68894,0.68894,0,0,0
8.7198,0.5,0,0.67811,0.67811,0,0,0
8.7695,0.5,0,0.66727,0.66727,0,0,0
8.8192,0.5,0,0.65644,0.65644,0,0,0
8.8689,0.5,0,0.64561,0.64561,0,0,0
8.9187,0.5,0,0.63479,0.63479,0,0,0
8.9684,0.5,0,0.62396,0.62396,0,0,0
9.0181,0.5,0,0.61314,0.61314,0,0,0
9.0678,0.5,0,0.60233,0.60233,0,0,0
9.1176,0.5,0,0.59152,0.59152,0,0,0
9.1673,0.5,0,0.58072,0.58072,0,0,0
9.217,0.5,0,0.56992,0.56992,0,0,0
9.2667,0.5,0,0.55913,0.55913,0,0,0
9.3165,0.5,0,0.54835,0.54835,0,0,0
9.3662,0.5,0,0.53757,0.53757,0,0,0
9.4159,0.5,0,0.52681,0.52681,0,0,0
9.4656,0.5,0,0.51606,0.51606,0,0,0
9.5154,0.5,0,0.50532,0.50532,0,0,0
9.5651,0.5,0,0.4946,0.4946,0,0,0
9.6148,0.5,0,0.48389,0.48389,0,0,0
9.6645,0.5,0,0.47321,0.47321,0,0,0
9.7143,0.5,0,0.46254,0.46254,0,0,0
9.764,0.5,0,0.45188,0.45188,0,0,0
9.8137,0.5,0,0.44125,0.44125,0,0,0
9.8634,0.5,0,0.43063,0.43063,0,0,0
9.9132,0.5,0,0.42002,0.42002,0,0,0
9.9629,0.5,0,0.40943,0.40943,0,0,0
10.013,0.5,0,0.39884,0.39884,0,0,0
10.062,0.5,0,0.38827,0.38827,0,0,0
10.112,0.5,0,0.37772,0.37772,0,0,0
10.162,0.5,0,0.36717,0.36717,0,0,0
10.212,0.5,0,0.35663,0.35663,0,0,0
10.261,0.5,0,0.3461,0.3461,0,0,0
10.311,0.5,0,0.33558,0.33558,0,0,0
10.361,0.5,0,0.32507,0.32507,0,0,0
10.41,0.5,0,0.31455,0.31455,0,0,0
10.46,0.5,0,0.30402,0.30402,0,0,0
10.51,0.5,0,0.29346,0.29346,0,0,0
10.56,0.5,0,0.28285,0.28285,0,0,0
10.609,0.5,0,0.27216,0.27216,0,0,0
10.659,0.5,0,0.26132,0.26132,0,0,0
10.709,0.5,0,0.25031,0.25031,0,0,0
10.758,0.5,0,0.23913,0.23913,0,0,0
10.808,0.5,0,0.22793,0.22793,0,0,0
10.858,0.5,0,0.21692,0.21692,0,0,0
10.908,0.5,0,0.20624,0.20624,0,0,0
10.957,0.5,0,0.19589,0.19589,0,0,0
11.007,0.5,0,0.18579,0.18579,0,0,0
11.057,0.5,0,0.1759,0.1759,0,0,0
11.107,0.5,0,0.1662,0.1662,0,0,0
11.156,0.5,0,0.15661,0.15661,0,0,0
11.206,0.5,0,0.14706,0.14706,0,0,0
11.256,0.5,0,0.13752,0.13752,0,0,0
11.305,0.5,0,0.128,0.128,0,0,0
11.355,0.5,0,0.11851,0.11851,0,0,0
11.405,0.5,0,0.10907,0.10907,0,0,0
11.455,0.5,0,0.099669,0.099669,0,0,0
11.504,0.5,0,0.090306,0.090306,0,0,0
11.554,0.5,0,0.080978,0.080978,0,0,0
11.604,0.5,0,0.071681,0.071681,0,0,0
11.654,0.5,0,0.062413,0.062413,0,0,0
11.703,0.5,0,0.053177,0.053177,0,0,0
11.753,0.5,0,0.043981,0.043981,0,0,0
11.803,0.5,0,0.034838,0.034838,0,0,0
11.852,0.5,0,0.025782,0.025782,0,0,0
11.902,0.5,0,0.01685,0.01685,0,0,0
11.952,0.5,0,0.0081376,0.0081376,0,0,0
12,0.42871,0,0,2.3255,2.1568,-0.0024453,0
12,0.44721,0,0,1.3825,1.663,-0.001858,0
12,0.46329,0,0,0.71633,1.197,-0.0012221,5.421e-20
12,0.47727,0,0,0.29172,0.76396,-0.00069032,0
12,0.48943,0,0,0.067222,0.36689,-0.00026675,0
12,0.5,0,0,-7.7698e-05,0,0,0
0,-4.8986e-16,0,4.0526,4.0526,0,0,0
-0.019945,-4.9067e-16,0,4.1167,4.1167,0,0,0
-0.03989,-4.9149e-16,0,4.1818,4.1818,0,0,0
-0.059835,-4.923e-16,0,4.2476,4.2476,0,0,0
-0.07978,-4.9312e-16,0,4.3141,4.3141,0,0,0
-0.099725,-4.9393e-16,0,4.3809,4.3809,0,0,0
-0.11967,-4.9474e-16,0,4.4479,4.4479,0,0,0
-0.13961,-4.9556e-16,0,4.5148,4.5148,0,0,0
-0.15956,-4.9637e-16,0,4.5816,4.5816,0,0,0
-0.1795,-4.9719e-16,0,4.648,4.648,0,0,0
-0.19945,-4.98e-16,0,4.7138,4.7138,0,0,0
-0.21939,-4.9881e-16,0,4.7788,4.7788,0,0,0
-0.23934,-4.9963e-16,0,4.8428,4.8428,0,0,0
-0.25928,-5.0044e-16,0,4.9058,4.9058,0,0,0
-0.27924,-5.0126e-16,0,4.9675,4.9675,0,0,0
-0.2992,-5.0207e-16,0,5.028,5.028,0,0,0
-0.31922,-5.0289e-16,0,5.087,5.087,0,0,0
-0.33931,-5.0371e-16,0,5.1447,5.1447,0,0,0
-0.35944,-5.0453e-16,0,5.2008,5.2008,0,0,0
-0.37961,-5.0535e-16,0,5.2552,5.2552,0,0,0
-0.39969,-5.0617e-16,0,5.3075,5.3075,0,0,0
