"Points:0","Points:1","Points:2","Pressure","Total_Pressure","Velocity:0","Velocity:1","Velocity:2"
9.4159,0.5,0,1.2701,1.2701,0,0,0
9.4656,0.5,0,1.2448,1.2448,0,0,0
9.5154,0.5,0,1.2194,1.2194,0,0,0
9.5651,0.5,0,1.1942,1.1942,0,0,0
9.6148,0.5,0,1.1689,1.1689,0,0,0
9.6645,0.5,0,1.1437,1.1437,0,0,0
9.7143,0.5,0,1.1185,1.1185,0,0,0
9.764,0.5,0,1.0933,1.0933,0,0,0
9.8137,0.5,0,1.0682,1.0682,0,0,0
9.8634,0.5,0,1.0431,1.0431,0,0,0
9.9132,0.5,0,1.018,1.018,0,0,0
9.9629,0.5,0,0.9929,0.9929,0,0,0
10.013,0.5,0,0.96782,0.96782,0,0,0
10.062,0.5,0,0.94272,0.94272,0,0,0
10.112,0.5,0,0.91757,0.91757,0,0,0
10.162,0.5,0,0.89232,0.89232,0,0,0
10.212,0.5,0,0.86694,0.86694,0,0,0
10.261,0.5,0,0.84151,0.84151,0,0,0
10.311,0.5,0,0.81627,0.81627,0,0,0
-6,0.81298,0,10.445,11.192,1.2163,0,0
-6,0.86093,0,10.447,10.908,0.95784,0,0
12,0.27467,0,0,7.2079,3.7928,0.00074894,0
12,0.22947,0,0,7.193,3.791,-0.00080831,0
12,0.18427,0,0,6.7564,3.6761,-0.0019775,0
12,0.13907,0,0,5.3387,3.2697,-0.0014491,0
-6,0.096024,0,10.446,10.687,0.69443,0,0
-6,0.14168,0,10.451,10.922,0.97288,0,0
12,0.096024,0,0,3.4698,2.6337,0.00062935,0
12,0.40745,0,0,3.2859,2.5642,-0.001562,0
12,0.36508,0,0,5.2327,3.2316,0.00082834,0
-0.018631,1,0,8.0642,8.0642,0,0,0
0,1,0,8.0642,8.0642,0,0,0
-0.037247,1,0,8.0642,8.0642,0,0,0
-0.055851,1,0,8.0642,8.0642,0,0,0
-0.074447,1,0,8.0642,8.0642,0,0,0
-0.093037,1,0,8.0642,8.0642,0,0,0
-0.11091,1,0,8.0642,8.0642,0,0,0
0,0.98012,0,8.0642,8.0642,0,0,0
0,0.96094,0,8.0642,8.0642,0,0,0
0,0.94179,0,8.0642,8.0642,0,0,0
0,0.92263,0,8.0642,8.0642,0,0,0
0,0.90348,0,8.0642,8.0642,0,0,0
0,0.88433,0,8.0642,8.0642,0,0,0
0,0.86518,0,8.0642,8.0642,0,0,0
0,0.84603,0,8.0642,8.0642,0,0,0
0,0.82687,0,8.0642,8.0642,0,0,0
0,0.80769,0,8.0642,8.0642,0,0,0
0,0.78846,0,8.0642,8.0642,0,0,0
0,0.76917,0,8.0642,8.0642,0,0,0
0,0.74982,0,8.0642,8.0642,0,0,0
0,0.73043,0,8.0641,8.0641,0,0,0
0,0.71105,0,8.0637,8.0637,0,0,0
0,0.69169,0,8.0629,8.0629,0,0,0
0,0.67241,0,8.0611,8.0611,0,0,0
0,0.65318,0,8.0576,8.0576,0,0,0
0,0.63399,0,8.0524,8.0524,0,0,0
0,0.61483,0,8.0523,8.0523,0,0,0
0,0.59568,0,8.0775,8.0775,0,0,0
0,0.57653,0,8.1641,8.1641,0,0,0
0,0.55738,0,8.3393,8.3393,0,0,0
0,0.53823,0,8.5245,8.5245,0,0,0
0,0.51908,0,8.2818,8.2818,0,0,0
0,0.5,0,6.0722,6.0722,0,0,0
0.019808,0.5,0,3.6172,3.6172,0,0,0
0.039616,0.5,0,3.7995,3.7995,0,0,0
0.059424,0.5,0,4.4138,4.4138,0,0,0
0.079232,0.5,0,4.8358,4.8358,0,0,0
0.09904,0.5,0,5.0616,5.0616,0,0,0
0.11885,0.5,0,5.1887,5.1887,0,0,0
0.13869,0.5,0,5.2819,5.2819,0,0,0
0.15858,0.5,0,5.3646,5.3646,0,0,0
0.17855,0.5,0,5.4412,5.4412,0,0,0
0.19854,0.5,0,5.5105,5.5105,0,0,0
0.21849,0.5,0,5.572,5.572,0,0,0
0.23839,0.5,0,5.6265,5.6265,0,0,0
0.25822,0.5,0,5.6748,5.6748,0,0,0
0.27804,0.5,0,5.7178,5.7178,0,0,0
0.29784,0.5,0,5.7561,5.7561,0,0,0
0.31765,0.5,0,5.7899,5.7899,0,0,0
0.33746,0.5,0,5.8196,5.8196,0,0,0
0.35727,0.5,0,5.8456,5.8456,0,0,0
0.37708,0.5,0,5.8681,5.8681,0,0,0
0.39688,0.5,0,5.8873,5.8873,0,0,0
0.41669,0.5,0,5.9036,5.9036,0,0,0
0.4365,0.5,0,5.917,5.917,0,0,0
