Name,P4 - Re,P6 - Ob_pos [m],P7 - Ob_H [m],P1 - Delta Cp,P8 - DSP [Pa],P10 - USP [Pa]
DP 303,135.25,0.92466666666667252,0.30166666666666592,18.0916,7.88831,16.9341
DP 304,252.25000000000011,0.41533333333333372,0.30233333333333257,13.477,4.32743,11.0659
DP 305,808.75000000000421,0.84600000000000408,0.30299999999999927,9.20719,1.60128,6.20488
DP 306,966.25000000000784,0.51933333333333265,0.303666666666666,8.83926,1.40077,5.8204
DP 307,219.24999999999989,0.32466666666666671,0.30433333333333268,14.2986,4.95449,12.1038
DP 308,778.75000000000352,0.4899999999999996,0.30499999999999933,9.32489,1.64387,6.30632
DP 309,957.25000000000762,0.254,0.305666666666666,9.0679,1.36875,5.9027
DP 310,673.750000000001,0.79933333333333634,0.30633333333333268,9.6662,1.83582,6.66892
DP 311,924.25000000000682,0.95933333333334,0.30699999999999938,8.9113,1.44841,5.90406
DP 312,208.74999999999986,0.43000000000000016,0.30766666666666609,14.5775,5.18918,12.4779
DP 313,120.25,0.90200000000000546,0.30833333333333274,19.2723,8.84687,18.483
DP 314,124.75,0.46333333333333321,0.30899999999999939,18.6992,8.53059,17.8802
DP 315,555.24999999999829,0.25266666666666665,0.30966666666666609,10.3576,2.13163,7.31044
DP 316,804.25000000000409,0.29266666666666658,0.31033333333333279,9.36172,1.58444,6.2653
DP 317,195.24999999999989,0.4726666666666664,0.3109999999999995,15.0147,5.52457,13.0319
DP 318,313.75000000000045,0.82066666666667021,0.31166666666666615,12.4085,3.52895,9.73321
DP 319,270.25000000000023,0.71133333333333426,0.3123333333333328,13.1225,4.05848,10.6197
DP 320,310.75000000000045,0.74466666666666836,0.3129999999999995,12.4372,3.56753,9.78613
DP 321,202.74999999999989,0.57666666666666533,0.31366666666666621,14.7763,5.32823,12.7164
DP 322,706.75000000000182,0.89000000000000523,0.31433333333333291,9.54718,1.77994,6.55353
DP 323,768.2500000000033,0.545999999999999,0.31499999999999956,9.32454,1.66336,6.32563
DP 324,423.24999999999955,0.78866666666666951,0.31566666666666621,11.1455,2.70856,8.28132
DP 325,796.75000000000387,0.65266666666666628,0.31633333333333291,9.22818,1.61753,6.23162
DP 326,766.75000000000318,0.29799999999999988,0.31699999999999962,9.44478,1.6499,6.37229
DP 327,198.24999999999989,0.27933333333333327,0.31766666666666632,14.9334,5.4373,12.904
DP 328,274.75000000000023,0.882000000000005,0.31833333333333297,13.0851,4.00451,10.547
DP 329,633.25000000000011,0.50333333333333274,0.31899999999999962,9.82998,1.93703,6.85202
DP 330,904.75000000000637,0.54333333333333234,0.31966666666666632,8.94433,1.46854,5.94071
DP 331,363.25000000000017,0.64599999999999946,0.320333333333333,11.7297,3.09958,8.96445
DP 332,399.24999999999983,0.96866666666667367,0.32099999999999973,11.413,2.83648,8.54298
DP 333,340.75000000000034,0.86466666666667114,0.32166666666666638,12.0489,3.28675,9.31121
DP 334,561.24999999999841,0.93800000000000616,0.322333333333333,10.2135,2.12365,7.23041
DP 335,970.750000000008,0.27799999999999991,0.32299999999999973,8.94605,1.3727,5.84573
DP 336,648.25000000000045,0.85000000000000431,0.32366666666666644,9.77569,1.89777,6.78562
DP 337,769.7500000000033,0.67266666666666675,0.32433333333333314,9.30623,1.66931,6.32242
DP 338,748.75000000000284,0.87400000000000477,0.32499999999999979,9.39777,1.70805,6.40694
DP 339,511.74999999999864,0.91933333333333911,0.32566666666666644,10.5091,2.31089,7.56545
DP 340,798.250000000004,0.23133333333333334,0.32633333333333314,9.40633,1.58482,6.28799
DP 341,508.74999999999864,0.226,0.32699999999999985,10.6074,2.28966,7.59336
DP 342,655.75000000000068,0.4593333333333332,0.32766666666666655,9.72748,1.87981,6.74355
DP 343,517.74999999999864,0.42866666666666692,0.3283333333333332,10.4279,2.27635,7.49033
DP 344,829.75000000000466,0.684666666666667,0.32899999999999985,9.1249,1.57354,6.13599
DP 345,909.25000000000648,0.48733333333333295,0.32966666666666655,8.92546,1.46403,5.92675
DP 346,841.75000000000489,0.61799999999999877,0.33033333333333326,9.08696,1.55846,6.10194
DP 347,733.7500000000025,0.78200000000000269,0.33099999999999996,9.43798,1.72864,6.44763
DP 348,693.25000000000148,0.64199999999999946,0.33166666666666661,9.56926,1.80778,6.59241
DP 349,289.75000000000034,0.33133333333333337,0.33233333333333326,12.7455,3.81028,10.183
DP 350,450.24999999999932,0.524666666666666,0.33299999999999996,10.8876,2.56599,8.00979
DP 351,853.75000000000523,0.97266666666667367,0.33366666666666667,9.09899,1.53419,6.08369
DP 352,405.24999999999977,0.27266666666666661,0.33433333333333337,11.3327,2.77991,8.44626
DP 353,391.74999999999983,0.40333333333333377,0.335,11.4095,2.8981,8.60283
DP 354,918.25000000000671,0.58199999999999863,0.33566666666666667,8.88883,1.45948,5.9039
DP 355,670.750000000001,0.28599999999999992,0.33633333333333337,9.73051,1.82783,6.69309
DP 356,858.25000000000534,0.87000000000000477,0.33700000000000008,9.06995,1.53017,6.06515
DP 357,880.7500000000058,0.55399999999999894,0.33766666666666678,8.98347,1.50486,5.99659
DP 358,964.75000000000773,0.95800000000000662,0.33833333333333343,8.82566,1.40996,5.82279
DP 359,150.24999999999997,0.28066666666666662,0.33900000000000008,16.9678,7.09304,15.5769
DP 360,402.24999999999977,0.30999999999999994,0.33966666666666678,11.3263,2.80209,8.46522
DP 361,640.75000000000034,0.90600000000000547,0.34033333333333349,9.82977,1.92087,6.83575
DP 362,361.75000000000017,0.63266666666666582,0.34100000000000019,11.7492,3.11096,8.98556
DP 363,783.25000000000364,0.30599999999999994,0.34166666666666684,9.31446,1.62453,6.28176
DP 364,186.24999999999989,0.758000000000002,0.34233333333333349,15.4517,5.77946,13.5053
DP 365,267.25000000000023,0.85400000000000431,0.34300000000000019,13.2548,4.10582,10.7332
DP 366,888.250000000006,0.8193333333333368,0.3436666666666669,8.98672,1.50076,5.99412
DP 367,105.25,0.35533333333333356,0.3443333333333336,20.5153,10.1214,20.3791
DP 368,331.75000000000045,0.97933333333334049,0.34500000000000025,12.2388,3.36121,9.48062
DP 369,873.25000000000568,0.611333333333332,0.3456666666666669,8.99778,1.51156,6.01045
DP 370,474.24999999999903,0.29933333333333323,0.3463333333333336,10.7258,2.45189,7.8148
DP 371,255.25000000000014,0.58866666666666534,0.34700000000000031,13.4145,4.27768,10.9849
DP 372,166.74999999999994,0.86200000000000454,0.347666666666667,16.3513,6.42525,14.6009
DP 373,163.74999999999994,0.50999999999999934,0.34833333333333366,16.3106,6.54555,14.7008
DP 374,750.25000000000284,0.47399999999999975,0.34900000000000031,9.3524,1.69887,6.37507
DP 375,874.75000000000568,0.84066666666667067,0.349666666666667,9.02892,1.51915,6.0336
DP 376,958.75000000000762,0.40200000000000052,0.35033333333333372,8.80122,1.4156,5.81621
DP 377,658.75000000000068,0.32066666666666666,0.35100000000000042,9.71517,1.86422,6.7218
DP 378,645.25000000000045,0.78466666666666929,0.35166666666666713,9.7935,1.91149,6.80824
DP 379,921.25000000000682,0.98200000000000731,0.35233333333333372,8.94386,1.45201,5.92393
DP 380,489.24999999999892,0.37000000000000033,0.35300000000000042,10.5923,2.40063,7.69676
DP 381,114.25,0.42066666666666697,0.35366666666666713,19.6213,9.31745,19.1281
DP 382,408.24999999999972,0.28199999999999992,0.35433333333333383,11.2572,2.76776,8.39637
DP 383,238.75,0.62733333333333241,0.35500000000000054,13.8125,4.55719,11.4634
DP 384,388.74999999999989,0.92200000000000593,0.35566666666666713,11.552,2.91217,8.68819
DP 385,226.74999999999994,0.32733333333333337,0.35633333333333383,14.0404,4.78777,11.8079
DP 386,975.25000000000807,0.48199999999999971,0.35700000000000054,8.75041,1.40215,5.77736
DP 387,589.74999999999909,0.9433333333333398,0.35766666666666724,10.1027,2.0458,7.09713
DP 388,666.25000000000091,0.48866666666666625,0.35833333333333395,9.66018,1.86016,6.69025
DP 389,286.75000000000034,0.71533333333333449,0.35900000000000054,12.8631,3.83883,10.2704
DP 390,441.24999999999937,0.81133333333333657,0.35966666666666725,11.0338,2.6206,8.13749
DP 391,318.25000000000057,0.74866666666666859,0.36033333333333395,12.3707,3.49114,9.67647
DP 392,562.74999999999852,0.43266666666666681,0.36100000000000065,10.1364,2.13021,7.19844
DP 393,175.74999999999994,0.85800000000000431,0.36166666666666736,15.9865,6.10797,14.1012
DP 394,721.75000000000216,0.82200000000000362,0.36233333333333395,9.51107,1.74071,6.49624
DP 395,484.74999999999892,0.78733333333333611,0.36300000000000066,10.6962,2.41624,7.76432
DP 396,840.25000000000489,0.46733333333333316,0.36366666666666736,9.07474,1.56693,6.1043
DP 397,910.75000000000648,0.7833333333333361,0.36433333333333406,8.94191,1.47233,5.94329
DP 398,777.25000000000341,0.99000000000000754,0.36500000000000077,9.37001,1.63857,6.32357
DP 399,285.25000000000034,0.20066666666666669,0.36566666666666736,12.8318,3.86303,10.2789
DP 400,550.74999999999818,0.38200000000000039,0.36633333333333407,10.2008,2.17069,7.2711
DP 401,760.75000000000307,0.28866666666666657,0.36700000000000077,9.33493,1.68464,6.35211
DP 402,807.25000000000409,0.42200000000000026,0.36766666666666747,9.16496,1.61146,6.19394
DP 403,315.25000000000051,0.67933333333333357,0.36833333333333418,12.402,3.51489,9.7159
DP 404,429.24999999999949,0.67400000000000015,0.36900000000000077,11.1054,2.67452,8.22721
DP 405,889.750000000006,0.66866666666666674,0.36966666666666748,8.97277,1.49335,5.97974
DP 406,292.75000000000034,0.55933333333333224,0.37033333333333418,12.715,3.78573,10.1432
DP 407,765.25000000000318,0.63133333333333241,0.37100000000000088,9.32429,1.67067,6.33282
DP 408,196.74999999999989,0.49266666666666625,0.37166666666666759,14.9916,5.48742,12.9832
DP 409,210.24999999999983,0.80733333333333657,0.37233333333333418,14.7231,5.13247,12.494
DP 410,967.75000000000784,0.60333333333333183,0.37300000000000089,8.7808,1.40489,5.79529
DP 411,201.24999999999989,0.81400000000000339,0.37366666666666759,15.0221,5.36264,12.8737
DP 412,247.75000000000006,0.8486666666666709,0.37433333333333429,13.7482,4.39958,11.2737
DP 413,835.75000000000477,0.97400000000000708,0.375000000000001,9.20559,1.55664,6.15943
DP 414,411.24999999999972,0.69400000000000062,0.37566666666666759,11.2861,2.77263,8.41568
DP 415,631.75000000000011,0.58999999999999853,0.3763333333333343,9.83021,1.94443,6.85954
DP 416,592.7499999999992,0.99133333333334073,0.377000000000001,10.1471,2.02712,7.1007
DP 417,936.25000000000716,0.41133333333333372,0.37766666666666771,8.83068,1.4439,5.85924
DP 418,847.75000000000512,0.65133333333333288,0.37833333333333441,9.09121,1.54509,6.09069
DP 419,165.24999999999994,0.29533333333333323,0.379000000000001,16.1874,6.50322,14.5969
DP 420,403.74999999999972,0.55133333333333234,0.37966666666666771,11.3126,2.82469,8.48097
DP 421,931.750000000007,0.68600000000000039,0.38033333333333441,8.88974,1.44632,5.89118
DP 422,726.25000000000227,0.93000000000000616,0.38100000000000112,9.56042,1.72784,6.50805
DP 423,985.7500000000083,0.56599999999999873,0.38166666666666782,8.74304,1.39407,5.76559
DP 424,325.75000000000051,0.70066666666666744,0.38233333333333441,12.2882,3.40925,9.55334
DP 425,747.25000000000273,0.27533333333333326,0.38300000000000112,9.36305,1.69072,6.37224
DP 426,942.25000000000728,0.22733333333333333,0.38366666666666782,8.86109,1.43097,5.86152
DP 427,610.74999999999955,0.50466666666666615,0.38433333333333453,9.91285,2.00019,6.95661
DP 428,193.74999999999989,0.64999999999999958,0.38500000000000123,15.2167,5.56718,13.1755
DP 429,499.74999999999875,0.37400000000000033,0.38566666666666782,10.5093,2.35843,7.61307
DP 430,993.25000000000841,0.90866666666667228,0.38633333333333453,8.8268,1.36936,5.78276
DP 431,496.74999999999875,0.20333333333333334,0.38700000000000123,10.5607,2.35249,7.63285
DP 432,258.25000000000017,0.20600000000000002,0.38766666666666794,13.3076,4.23988,10.8937
DP 433,537.24999999999841,0.22466666666666668,0.38833333333333464,10.2963,2.22172,7.36989
DP 434,400.74999999999977,0.89266666666667183,0.38900000000000123,11.5038,2.8305,8.58239
DP 435,786.25000000000364,0.93400000000000616,0.38966666666666794,9.3793,1.61921,6.30886
DP 436,507.24999999999869,0.42466666666666691,0.39033333333333464,10.4753,2.32395,7.56161
DP 437,189.24999999999989,0.72866666666666813,0.39100000000000135,15.4565,5.69056,13.4188
DP 438,637.75000000000023,0.3500000000000002,0.39166666666666805,9.77109,1.93275,6.8183
DP 439,406.74999999999972,0.79533333333333633,0.39233333333333464,11.4095,2.78645,8.49121
DP 440,127.75,0.88066666666667159,0.39300000000000135,18.9705,8.34098,17.8262
DP 441,145.74999999999997,0.51399999999999935,0.39366666666666805,17.3808,7.32932,16.0197
DP 442,541.74999999999829,0.64333333333333276,0.39433333333333476,10.3394,2.19365,7.36335
DP 443,787.75000000000364,0.26466666666666661,0.39500000000000146,9.22705,1.63956,6.25308
DP 444,759.25000000000307,0.95533333333334,0.39566666666666805,9.49384,1.66895,6.41587
DP 445,831.25000000000466,0.7166666666666679,0.39633333333333476,9.19067,1.5601,6.15544
DP 446,987.2500000000083,0.59533333333333183,0.39700000000000146,8.77184,1.38585,5.77177
DP 447,148.74999999999997,0.3846666666666671,0.39766666666666817,17.1132,7.19759,15.7542
DP 448,112.75,0.92733333333333934,0.39833333333333487,20.4257,9.4277,19.6405
DP 449,513.24999999999864,0.238,0.39900000000000146,10.4256,2.29605,7.50886
DP 450,688.75000000000136,0.39266666666666716,0.39966666666666817,9.57185,1.82116,6.60708
DP 451,259.75000000000011,0.79800000000000293,0.40033333333333487,13.5415,4.1985,10.9692
DP 452,157.74999999999994,0.35133333333333355,0.40100000000000158,16.6061,6.79546,15.0985
DP 453,790.75000000000375,0.82866666666667044,0.40166666666666828,9.36285,1.62133,6.30275
DP 454,996.25000000000853,0.37800000000000039,0.40233333333333487,8.70911,1.37913,5.73368
DP 455,825.25000000000455,0.77800000000000247,0.40300000000000158,9.24681,1.56202,6.18543
DP 456,973.750000000008,0.40866666666666707,0.40366666666666828,8.76507,1.39698,5.77952
DP 457,481.74999999999892,0.9766666666666739,0.404333333333335,10.9045,2.40407,7.8563
DP 458,852.25000000000523,0.67533333333333356,0.40500000000000169,9.13713,1.53253,6.10109
DP 459,739.75000000000261,0.85533333333333772,0.40566666666666829,9.55645,1.69818,6.4764
DP 460,708.25000000000182,0.37533333333333374,0.406333333333335,9.50194,1.78009,6.53106
DP 461,538.74999999999841,0.96600000000000685,0.40700000000000169,10.5323,2.19627,7.46243
DP 462,654.25000000000057,0.70733333333333426,0.4076666666666684,9.83443,1.87153,6.78875
DP 463,543.24999999999841,0.541999999999999,0.4083333333333351,10.3217,2.18116,7.34203
DP 464,387.24999999999994,0.83666666666667067,0.4090000000000017,11.6896,2.91804,8.76283
DP 465,969.25000000000784,0.62066666666666559,0.4096666666666684,8.84336,1.39841,5.82009
DP 466,162.24999999999994,0.61533333333333218,0.4103333333333351,16.625,6.60874,14.9212
DP 467,264.25000000000023,0.91533333333333911,0.41100000000000181,13.5696,4.1281,10.9129
DP 468,379.74999999999994,0.88333333333333841,0.41166666666666851,11.8063,2.95072,8.85387
DP 469,207.24999999999986,0.89533333333333864,0.41233333333333511,15.0546,5.21,12.7373
DP 470,312.25000000000051,0.26999999999999996,0.41300000000000181,12.3597,3.53282,9.71266
DP 471,136.75,0.520666666666666,0.41366666666666851,18.0521,7.80312,16.8292
DP 472,172.74999999999994,0.56733333333333213,0.41433333333333522,16.103,6.21504,14.2665
DP 473,567.24999999999864,0.99800000000000755,0.41500000000000192,10.4171,2.08008,7.28861
DP 474,774.25000000000341,0.26599999999999996,0.41566666666666852,9.27458,1.65409,6.29138
DP 475,234.25,0.63666666666666594,0.41633333333333522,14.0983,4.63543,11.6846
DP 476,849.25000000000512,0.51266666666666594,0.41700000000000192,9.12128,1.54134,6.10198
DP 477,250.75000000000009,0.60199999999999854,0.41766666666666863,13.6832,4.34777,11.1894
DP 478,510.24999999999869,0.33933333333333349,0.41833333333333533,10.4657,2.30865,7.54151
DP 479,133.75,0.39000000000000046,0.41900000000000193,18.1508,7.98416,17.0595
DP 480,433.74999999999943,0.34200000000000014,0.41966666666666863,11.0338,2.64851,8.16543
DP 481,667.75000000000091,0.86600000000000454,0.42033333333333533,9.89218,1.83022,6.77631
DP 482,151.74999999999994,0.59133333333333193,0.42100000000000204,17.2196,7.04378,15.6536
DP 483,907.75000000000648,0.88866666666667182,0.42166666666666874,9.13021,1.43909,6.00419
DP 484,435.24999999999943,0.97800000000000709,0.42233333333333534,11.3636,2.61319,8.29498
DP 485,526.74999999999841,0.53799999999999915,0.42300000000000204,10.4613,2.24436,7.47499
DP 486,729.25000000000239,0.60466666666666513,0.42366666666666875,9.55002,1.71642,6.49143
DP 487,697.75000000000159,0.73000000000000154,0.42433333333333545,9.72902,1.77908,6.64359
DP 488,156.24999999999994,0.4953333333333329,0.42500000000000215,16.8961,6.87385,15.3219
DP 489,660.2500000000008,0.55266666666666553,0.42566666666666875,9.79953,1.86006,6.75983
DP 490,439.74999999999937,0.2513333333333333,0.42633333333333545,10.9637,2.61104,8.09288
DP 491,160.74999999999994,0.30333333333333323,0.42700000000000216,16.4873,6.67302,14.9167
DP 492,934.750000000007,0.61399999999999877,0.42766666666666886,8.97616,1.41535,5.90343
DP 493,724.75000000000227,0.74066666666666836,0.42833333333333556,9.64593,1.72075,6.54372
DP 494,214.74999999999986,0.4913333333333329,0.42900000000000216,14.5794,5.03714,12.3269
DP 495,253.75000000000011,0.21133333333333335,0.42966666666666886,13.4106,4.3073,11.0126
DP 496,351.25000000000034,0.42333333333333362,0.43033333333333557,11.9445,3.18677,9.15902
DP 497,762.25000000000307,0.6566666666666664,0.43100000000000227,9.48909,1.65184,6.39638
DP 498,933.250000000007,0.62466666666666559,0.431666666666669,9.00013,1.41699,5.91705
DP 499,625.75,0.53933333333333233,0.43233333333333557,9.97114,1.94596,6.93153
DP 500,228.24999999999997,0.772666666666669,0.43300000000000227,14.4519,4.74005,11.966
DP 501,169.74999999999994,0.54733333333333234,0.433666666666669,16.3247,6.31676,14.4791
DP 502,412.7499999999996,0.35933333333333362,0.43433333333333568,11.2688,2.75559,8.38997
DP 503,445.74999999999932,0.56333333333333213,0.43500000000000238,11.096,2.57263,8.12063
DP 504,268.75000000000023,0.42733333333333356,0.435666666666669,13.2559,4.07076,10.6987
DP 505,360.25000000000023,0.202,0.43633333333333568,11.7481,3.11885,8.99288
DP 506,454.7499999999992,0.97000000000000708,0.43700000000000239,11.2801,2.50214,8.14221
DP 507,265.75000000000017,0.80866666666667,0.43766666666666909,13.6185,4.11092,10.9202
DP 508,469.74999999999903,0.66599999999999993,0.4383333333333358,10.9823,2.45239,7.94353
DP 509,540.24999999999841,0.640666666666666,0.43900000000000239,10.5001,2.1794,7.42943
DP 510,702.25000000000171,0.33400000000000007,0.43966666666666909,9.58794,1.77981,6.57378
DP 511,600.24999999999932,0.97533333333334049,0.4403333333333358,10.3653,1.97341,7.15607
DP 512,132.25,0.53399999999999914,0.4410000000000025,18.5575,8.05977,17.3385
DP 513,780.25000000000352,0.32600000000000007,0.44166666666666921,9.32588,1.63582,6.29875
DP 514,879.2500000000058,0.78066666666666928,0.4423333333333358,9.25774,1.46534,6.09421
DP 515,646.75000000000045,0.59666666666666512,0.4430000000000025,9.95576,1.88224,6.86012
DP 516,867.25000000000557,0.45266666666666666,0.44366666666666921,9.14015,1.5043,6.07438
DP 517,753.25000000000284,0.38733333333333375,0.44433333333333591,9.44825,1.67974,6.40386
DP 518,961.75000000000773,0.695333333333334,0.44500000000000262,9.02841,1.37609,5.89029
DP 519,174.24999999999991,0.25666666666666665,0.44566666666666921,15.8974,6.14505,14.0937
DP 520,802.75000000000409,0.38866666666666716,0.44633333333333591,9.30472,1.5986,6.25096
DP 521,415.7499999999996,0.57399999999999873,0.44700000000000262,11.4278,2.72661,8.4405
DP 522,418.74999999999955,0.54866666666666575,0.44766666666666932,11.3843,2.70495,8.39709
DP 523,712.75000000000193,0.7206666666666679,0.448333333333336,9.77823,1.73108,6.6202
DP 524,603.24999999999943,0.84733333333333749,0.44900000000000262,10.3295,1.97497,7.13972
DP 525,487.74999999999886,0.74333333333333518,0.44966666666666932,10.9599,2.36163,7.84161
DP 526,685.75000000000136,0.22066666666666668,0.450333333333336,9.64341,1.81888,6.64059
DP 527,744.25000000000273,0.34066666666666678,0.45100000000000273,9.48964,1.6916,6.43642
DP 528,979.75000000000807,0.87800000000000478,0.45166666666666944,9.11421,1.33661,5.89371
DP 529,369.25000000000011,0.23533333333333334,0.45233333333333603,11.7053,3.04693,8.89957
DP 530,354.25000000000028,0.27133333333333326,0.45300000000000273,11.9072,3.14274,9.09632
DP 531,213.24999999999989,0.39933333333333387,0.45366666666666944,14.6732,5.06913,12.4057
DP 532,180.24999999999989,0.81000000000000338,0.45433333333333614,16.2931,5.94937,14.0959
DP 533,636.25000000000023,0.58733333333333193,0.45500000000000285,10.0599,1.89189,6.92182
DP 534,598.74999999999932,0.89133333333333842,0.45566666666666944,10.4258,1.96442,7.17733
DP 535,370.75000000000006,0.48333333333333295,0.45633333333333614,11.879,3.02762,8.96712
DP 536,577.74999999999886,0.607333333333332,0.45700000000000285,10.37,2.04779,7.23278
DP 537,129.25,0.83000000000000385,0.45766666666666955,19.3495,8.23814,17.9129
DP 538,421.74999999999955,0.9513333333333398,0.45833333333333626,11.7085,2.66245,8.51672
DP 539,945.25000000000728,0.827333333333337,0.45900000000000285,9.2146,1.36607,5.97337
DP 540,373.75,0.735333333333335,0.45966666666666955,12.0551,2.98417,9.01174
DP 541,628.75,0.97133333333334027,0.46033333333333626,10.3642,1.87371,7.05582
DP 542,727.75000000000227,0.46199999999999986,0.46100000000000296,9.66182,1.70971,6.54062
DP 543,900.25000000000625,0.2593333333333333,0.46166666666666967,9.05188,1.4535,5.97944
DP 544,547.74999999999818,0.23666666666666666,0.46233333333333626,10.3431,2.15072,7.32227
DP 545,460.74999999999915,0.63399999999999923,0.46300000000000296,11.1843,2.48101,8.07315
DP 546,714.250000000002,0.896666666666672,0.46366666666666967,9.98263,1.69187,6.68319
DP 547,954.2500000000075,0.38600000000000045,0.46433333333333637,9.00838,1.38161,5.88581
DP 548,952.7500000000075,0.4779999999999997,0.46500000000000308,9.06562,1.37915,5.91196
DP 549,463.74999999999909,0.43400000000000016,0.46566666666666967,11.0414,2.47406,7.99476
DP 550,232.74999999999997,0.84333333333333749,0.46633333333333638,14.6645,4.65592,11.9882
DP 551,115.75,0.944666666666673,0.46700000000000308,20.8728,9.21245,19.6489
DP 552,832.75000000000477,0.60866666666666536,0.46766666666666978,9.45063,1.5165,6.24182
DP 553,699.25000000000159,0.39133333333333381,0.46833333333333649,9.77123,1.76121,6.64683
DP 554,919.75000000000671,0.83533333333333726,0.46900000000000308,9.35891,1.38324,6.0627
DP 555,334.75000000000045,0.74200000000000177,0.46966666666666979,12.6305,3.28956,9.60479
DP 556,222.24999999999994,0.29666666666666658,0.47033333333333649,14.4217,4.85187,12.0627
DP 557,220.74999999999989,0.66466666666666652,0.47100000000000319,14.8604,4.88675,12.317
DP 558,834.25000000000477,0.89800000000000524,0.4716666666666699,9.65449,1.48538,6.31262
DP 559,915.25000000000659,0.72600000000000131,0.47233333333333649,9.33551,1.38941,6.05717
DP 560,862.75000000000546,0.77000000000000246,0.4730000000000032,9.51074,1.44252,6.19789
DP 561,925.75000000000693,0.75266666666666859,0.4736666666666699,9.33444,1.3704,6.03762
DP 562,745.75000000000273,0.50066666666666615,0.4743333333333366,9.71548,1.65123,6.50897
DP 563,894.25000000000614,0.24466666666666664,0.47500000000000331,9.16682,1.44627,6.02968
DP 564,178.74999999999991,0.625999999999999,0.4756666666666699,16.3505,5.99586,14.1711
DP 565,618.24999999999977,0.80600000000000316,0.47633333333333661,10.4404,1.89804,7.11826
DP 566,991.75000000000841,0.54466666666666574,0.47700000000000331,9.10427,1.31514,5.86728
DP 567,462.24999999999915,0.36066666666666691,0.47766666666667,11.0943,2.47863,8.02579
DP 568,622.74999999999989,0.94600000000000639,0.47833333333333672,10.5424,1.87093,7.14213
DP 569,928.75000000000693,0.99266666666667414,0.47900000000000331,9.53338,1.33616,6.10285
DP 570,420.2499999999996,0.62866666666666582,0.47966666666667,11.6588,2.67017,8.49957
DP 571,358.75000000000017,0.8166666666666702,0.48033333333333672,12.4821,3.08103,9.32209
DP 572,307.75000000000045,0.699333333333334,0.48100000000000342,13.1079,3.55245,10.1064
DP 573,591.24999999999909,0.91000000000000569,0.48166666666667013,10.7052,1.95294,7.30555
DP 574,976.75000000000807,0.33800000000000013,0.48233333333333672,9.11437,1.33328,5.89047
DP 575,459.2499999999992,0.67,0.48300000000000343,11.3925,2.46628,8.16251
DP 576,741.25000000000261,0.87266666666667136,0.48366666666667013,10.0484,1.61406,6.63828
DP 577,346.75000000000034,0.96066666666667344,0.48433333333333684,12.8163,3.16203,9.57019
DP 578,877.7500000000058,0.561999999999999,0.48500000000000354,9.45742,1.43356,6.16227
DP 579,657.25000000000068,0.59399999999999853,0.48566666666667013,10.2129,1.80501,6.91147
DP 580,139.74999999999997,0.6900000000000005,0.48633333333333684,18.7103,7.62956,16.9847
DP 581,327.25000000000057,0.98866666666667413,0.48700000000000354,13.1465,3.33036,9.90361
DP 582,558.24999999999841,0.3486666666666669,0.48766666666667025,10.5671,2.0931,7.37667
DP 583,249.25000000000009,0.40066666666666717,0.48833333333333695,14.0138,4.34922,11.3561
DP 584,730.75000000000239,0.48466666666666636,0.48900000000000354,9.90138,1.65428,6.60497
DP 585,676.75000000000114,0.79400000000000293,0.48966666666667025,10.3046,1.73831,6.89062
DP 586,826.75000000000455,0.26333333333333331,0.49033333333333695,9.53811,1.49753,6.26659
DP 587,453.24999999999926,0.37666666666666704,0.49100000000000366,11.3074,2.49345,8.14717
DP 588,843.250000000005,0.81266666666667,0.49166666666667036,9.77,1.43829,6.32329
DP 589,703.75000000000171,0.45,0.49233333333333695,10.0366,1.69976,6.71807
DP 590,681.25000000000125,0.32200000000000006,0.49300000000000366,10.0644,1.74461,6.77682
DP 591,147.24999999999997,0.79666666666666974,0.49366666666667036,18.4821,7.25246,16.4935
DP 592,678.25000000000114,0.43533333333333346,0.49433333333333707,10.1504,1.75728,6.8325
DP 593,565.74999999999864,0.33666666666666678,0.49500000000000377,10.6151,2.05788,7.3654
DP 594,810.25000000000421,0.45799999999999996,0.49566666666667036,9.76097,1.50174,6.38222
DP 595,886.750000000006,0.93133333333333934,0.49633333333333707,9.79508,1.35835,6.25589
DP 596,108.25,0.20733333333333334,0.49700000000000377,20.7369,9.81444,20.1829
DP 597,324.25000000000057,0.30866666666666664,0.49766666666667048,12.6943,3.37354,9.72071
DP 598,246.25000000000009,0.51133333333333275,0.49833333333333718,14.3149,4.38695,11.5444
DP 599,205.74999999999989,0.45533333333333331,0.49900000000000377,15.393,5.24038,12.9369
DP 600,906.25000000000648,0.55666666666666553,0.49966666666666859,9.63446,1.3481,6.16533
