"Points:0","Points:1","Points:2","Pressure","Total_Pressure","Velocity:0","Velocity:1","Velocity:2"
-3.5992,-6.3679e-16,0,6.0343,6.0343,0,0,0
-3.6493,-6.3883e-16,0,6.0352,6.0352,0,0,0
-3.6994,-6.4087e-16,0,6.0362,6.0362,0,0,0
-3.7495,-6.4292e-16,0,6.0371,6.0371,0,0,0
-3.7995,-6.4496e-16,0,6.0379,6.0379,0,0,0
-3.8496,-6.4701e-16,0,6.0388,6.0388,0,0,0
-3.8997,-6.4905e-16,0,6.0396,6.0396,0,0,0
-3.9497,-6.5109e-16,0,6.0405,6.0405,0,0,0
-3.9998,-6.5314e-16,0,6.0413,6.0413,0,0,0
-4.0499,-6.5518e-16,0,6.0421,6.0421,0,0,0
-4.0999,-6.5722e-16,0,6.0429,6.0429,0,0,0
-4.15,-6.5927e-16,0,6.0437,6.0437,0,0,0
-4.2001,-6.6131e-16,0,6.0445,6.0445,0,0,0
-4.2501,-6.6336e-16,0,6.0453,6.0453,0,0,0
-4.3002,-6.654e-16,0,6.0461,6.0461,0,0,0
-4.3503,-6.6744e-16,0,6.0468,6.0468,0,0,0
-4.4004,-6.6949e-16,0,6.0476,6.0476,0,0,0
-4.4504,-6.7153e-16,0,6.0483,6.0483,0,0,0
-4.5005,-6.7358e-16,0,6.0491,6.0491,0,0,0
-4.5506,-6.7562e-16,0,6.0498,6.0498,0,0,0
-4.6006,-6.7766e-16,0,6.0505,6.0505,0,0,0
-4.6507,-6.7971e-16,0,6.0513,6.0513,0,0,0
-4.7008,-6.8175e-16,0,6.052,6.052,0,0,0
-4.7508,-6.838e-16,0,6.0527,6.0527,0,0,0
-4.8009,-6.8584e-16,0,6.0534,6.0534,0,0,0
-4.851,-6.8788e-16,0,6.0541,6.0541,0,0,0
-4.901,-6.8993e-16,0,6.0548,6.0548,0,0,0
-4.9511,-6.9197e-16,0,6.0555,6.0555,0,0,0
-5.0012,-6.9401e-16,0,6.0562,6.0562,0,0,0
-5.0512,-6.9606e-16,0,6.0569,6.0569,0,0,0
-5.1013,-6.981e-16,0,6.0575,6.0575,0,0,0
-5.1514,-7.0015e-16,0,6.0582,6.0582,0,0,0
-5.2015,-7.0219e-16,0,6.0589,6.0589,0,0,0
-5.2515,-7.0423e-16,0,6.0596,6.0596,0,0,0
-5.3016,-7.0628e-16,0,6.0602,6.0602,0,0,0
-5.3517,-7.0832e-16,0,6.0609,6.0609,0,0,0
-5.4017,-7.1037e-16,0,6.0616,6.0616,0,0,0
-5.4518,-7.1241e-16,0,6.0623,6.0623,0,0,0
-5.5019,-7.1445e-16,0,6.063,6.063,0,0,0
-5.5519,-7.165e-16,0,6.0636,6.0636,0,0,0
-5.602,-7.1854e-16,0,6.0644,6.0644,0,0,0
-5.6521,-7.2059e-16,0,6.0651,6.0651,0,0,0
-5.7021,-7.2263e-16,0,6.0658,6.0658,0,0,0
-5.7522,-7.2467e-16,0,6.0666,6.0666,0,0,0
-5.8023,-7.2672e-16,0,6.0675,6.0675,0,0,0
-5.8524,-7.2876e-16,0,6.0684,6.0684,0,0,0
-5.9024,-7.308e-16,0,6.0693,6.0693,0,0,0
-5.9524,-7.3284e-16,0,6.0701,6.0701,0,0,0
-6,0.073961,0,6.0712,6.2219,0.54792,0,0
-6,0.096024,0,6.0718,6.3151,0.69443,0,0
-6,0.054775,0,6.071,6.1571,0.4142,0,0
-6,0.038092,0,6.0709,6.1141,0.29313,0,0
-6,0.023584,0,6.0708,6.088,0.18423,0,0
-6,0.01097,0,6.0708,6.0747,0.086793,0,0
-6,-1e-15,0,6.0707,6.0708,-7.9936e-15,0,0
0.019983,-4.8904e-16,0,3.6254,3.6254,0,0,0
0,-4.8986e-16,0,3.714,3.714,0,0,0
0.039967,-4.8823e-16,0,3.5371,3.5371,0,0,0
0.059951,-4.8741e-16,0,3.4492,3.4492,0,0,0
0.079966,-4.8659e-16,0,3.3621,3.3621,0,0,0
0.10003,-4.8578e-16,0,3.2762,3.2762,0,0,0
0.12016,-4.8495e-16,0,3.1918,3.1918,0,0,0
0.14037,-4.8413e-16,0,3.1094,3.1094,0,0,0
0.16054,-4.8331e-16,0,3.0297,3.0297,0,0,0
0.18066,-4.8248e-16,0,2.953,2.953,0,0,0
0.20071,-4.8167e-16,0,2.8798,2.8798,0,0,0
0.22071,-4.8085e-16,0,2.81,2.81,0,0,0
0.2407,-4.8003e-16,0,2.7438,2.7438,0,0,0
0.26068,-4.7922e-16,0,2.6812,2.6812,0,0,0
0.28067,-4.784e-16,0,2.6223,2.6223,0,0,0
0.30065,-4.7759e-16,0,2.5671,2.5671,0,0,0
0.32063,-4.7677e-16,0,2.5156,2.5156,0,0,0
0.34061,-4.7595e-16,0,2.4677,2.4677,0,0,0
0.3606,-4.7514e-16,0,2.4234,2.4234,0,0,0
0.38058,-4.7432e-16,0,2.3827,2.3827,0,0,0
0.40056,-4.7351e-16,0,2.3453,2.3453,0,0,0
0.42055,-4.7269e-16,0,2.3112,2.3112,0,0,0
0.44053,-4.7188e-16,0,2.2801,2.2801,0,0,0
0.46051,-4.7106e-16,0,2.252,2.252,0,0,0
0.4805,-4.7024e-16,0,2.2267,2.2267,0,0,0
0.50048,-4.6943e-16,0,2.2039,2.2039,0,0,0
0.52046,-4.6861e-16,0,2.1836,2.1836,0,0,0
0.54045,-4.678e-16,0,2.1655,2.1655,0,0,0
0.56047,-4.6698e-16,0,2.1494,2.1494,0,0,0
0.58054,-4.6616e-16,0,2.1352,2.1352,0,0,0
0.60068,-4.6534e-16,0,2.1228,2.1228,0,0,0
0.6209,-4.6451e-16,0,2.1119,2.1119,0,0,0
0.64106,-4.6369e-16,0,2.1025,2.1025,0,0,0
0.66118,-4.6287e-16,0,2.0945,2.0945,0,0,0
0.68122,-4.6205e-16,0,2.0876,2.0876,0,0,0
0.70121,-4.6123e-16,0,2.0819,2.0819,0,0,0
0.7212,-4.6042e-16,0,2.077,2.077,0,0,0
0.74118,-4.596e-16,0,2.073,2.073,0,0,0
0.76116,-4.5879e-16,0,2.0698,2.0698,0,0,0
0.78115,-4.5797e-16,0,2.0671,2.0671,0,0,0
0.80113,-4.5716e-16,0,2.065,2.065,0,0,0
0.82111,-4.5634e-16,0,2.0633,2.0633,0,0,0
0.8411,-4.5552e-16,0,2.0621,2.0621,0,0,0
0.86108,-4.5471e-16,0,2.0612,2.0612,0,0,0
0.88106,-4.5389e-16,0,2.0606,2.0606,0,0,0
0.90104,-4.5308e-16,0,2.0602,2.0602,0,0,0
0.92103,-4.5226e-16,0,2.06,2.06,0,0,0
0.94101,-4.5145e-16,0,2.0599,2.0599,0,0,0
0.96099,-4.5063e-16,0,2.0599,2.0599,0,0,0
0.98098,-4.4981e-16,0,2.06,2.06,0,0,0
1.001,-4.49e-16,0,2.0601,2.0601,0,0,0
1.0209,-4.4818e-16,0,2.0602,2.0602,0,0,0
1.041,-4.4736e-16,0,2.0603,2.0603,0,0,0
1.061,-4.4655e-16,0,2.0604,2.0604,0,0,0
1.0812,-4.4572e-16,0,2.0604,2.0604,0,0,0
1.1014,-4.449e-16,0,2.0604,2.0604,0,0,0
1.1216,-4.4407e-16,0,2.0602,2.0602,0,0,0
1.1417,-4.4325e-16,0,2.06,2.06,0,0,0
1.1617,-4.4244e-16,0,2.0597,2.0597,0,0,0
1.1817,-4.4162e-16,0,2.0593,2.0593,0,0,0
1.2017,-4.408e-16,0,2.0587,2.0587,0,0,0
1.2217,-4.3999e-16,0,2.058,2.058,0,0,0
1.2417,-4.3917e-16,0,2.0572,2.0572,0,0,0
1.2616,-4.3836e-16,0,2.0563,2.0563,0,0,0
1.2816,-4.3754e-16,0,2.0552,2.0552,0,0,0
1.3016,-4.3673e-16,0,2.0539,2.0539,0,0,0
1.3216,-4.3591e-16,0,2.0526,2.0526,0,0,0
1.3416,-4.3509e-16,0,2.0511,2.0511,0,0,0
1.3616,-4.3428e-16,0,2.0494,2.0494,0,0,0
1.3815,-4.3346e-16,0,2.0476,2.0476,0,0,0
1.4015,-4.3265e-16,0,2.0457,2.0457,0,0,0
1.4215,-4.3183e-16,0,2.0436,2.0436,0,0,0
1.4415,-4.3101e-16,0,2.0414,2.0414,0,0,0
1.4615,-4.302e-16,0,2.0391,2.0391,0,0,0
1.4815,-4.2938e-16,0,2.0366,2.0366,0,0,0
1.5014,-4.2857e-16,0,2.0341,2.0341,0,0,0
1.5215,-4.2775e-16,0,2.0314,2.0314,0,0,0
1.5416,-4.2693e-16,0,2.0285,2.0285,0,0,0
1.5617,-4.2611e-16,0,2.0256,2.0256,0,0,0
1.5819,-4.2528e-16,0,2.0225,2.0225,0,0,0
1.6021,-4.2446e-16,0,2.0193,2.0193,0,0,0
1.6222,-4.2364e-16,0,2.0161,2.0161,0,0,0
1.6422,-4.2282e-16,0,2.0128,2.0128,0,0,0
1.6622,-4.22e-16,0,2.0093,2.0093,0,0,0
1.6822,-4.2119e-16,0,2.0058,2.0058,0,0,0
1.7022,-4.2037e-16,0,2.0022,2.0022,0,0,0
1.7222,-4.1956e-16,0,1.9985,1.9985,0,0,0
1.7421,-4.1874e-16,0,1.9948,1.9948,0,0,0
1.7621,-4.1793e-16,0,1.9909,1.9909,0,0,0
1.7821,-4.1711e-16,0,1.987,1.987,0,0,0
1.8021,-4.1629e-16,0,1.983,1.983,0,0,0
1.8221,-4.1548e-16,0,1.979,1.979,0,0,0
1.8421,-4.1466e-16,0,1.9749,1.9749,0,0,0
1.862,-4.1385e-16,0,1.9707,1.9707,0,0,0
1.882,-4.1303e-16,0,1.9665,1.9665,0,0,0
1.902,-4.1222e-16,0,1.9622,1.9622,0,0,0
1.922,-4.114e-16,0,1.9578,1.9578,0,0,0
1.942,-4.1058e-16,0,1.9535,1.9535,0,0,0
1.962,-4.0977e-16,0,1.949,1.949,0,0,0
1.9819,-4.0895e-16,0,1.9445,1.9445,0,0,0
2.002,-4.0814e-16,0,1.94,1.94,0,0,0
-0.24,0.80726,0,5.251,5.251,0,0,0
-0.24,0.82658,0,5.2513,5.2513,0,0,0
-0.24,0.84584,0,5.2514,5.2514,0,0,0
-0.24,0.86507,0,5.2513,5.2513,0,0,0
-0.24,0.88428,0,5.2512,5.2512,0,0,0
-0.24,0.9035,0,5.2511,5.2511,0,0,0
-0.24,0.92271,0,5.2511,5.2511,0,0,0
-0.24,0.94192,0,5.251,5.251,0,0,0
-0.24,0.96113,0,5.251,5.251,0,0,0
-0.24,0.98035,0,5.251,5.251,0,0,0
-0.24,1,0,5.251,5.251,0,0,0
-0.34,0.71,0,5.4026,5.4026,0,0,0
-0.32889,0.71,0,4.8703,4.8703,0,0,0
-0.31778,0.71,0,4.8992,4.8992,0,0,0
-0.30667,0.71,0,5.0135,5.0135,0,0,0
-0.29556,0.71,0,5.0929,5.0929,0,0,0
-0.28444,0.71,0,5.1389,5.1389,0,0,0
-0.27333,0.71,0,5.1653,5.1653,0,0,0
-0.26222,0.71,0,5.1829,5.1829,0,0,0
-0.25111,0.71,0,5.1991,5.1991,0,0,0
-0.24,0.71,0,5.2254,5.2254,0,0,0
-0.8592,-5.2493e-16,0,5.6906,5.6906,0,0,0
-0.87927,-5.2575e-16,0,5.7036,5.7036,0,0,0
-0.89928,-5.2657e-16,0,5.7159,5.7159,0,0,0
-0.91925,-5.2738e-16,0,5.7277,5.7277,0,0,0
-0.9392,-5.282e-16,0,5.7388,5.7388,0,0,0
-0.95914,-5.2901e-16,0,5.7495,5.7495,0,0,0
-0.97909,-5.2983e-16,0,5.7596,5.7596,0,0,0
-0.99903,-5.3064e-16,0,5.7693,5.7693,0,0,0
-1.0199,-5.3149e-16,0,5.7791,5.7791,0,0,0
-1.0421,-5.324e-16,0,5.7888,5.7888,0,0,0
-1.0682,-5.3347e-16,0,5.7997,5.7997,0,0,0
-1.0976,-5.3466e-16,0,5.8111,5.8111,0,0,0
-1.1275,-5.3588e-16,0,5.8219,5.8219,0,0,0
-1.1574,-5.3711e-16,0,5.832,5.832,0,0,0
-1.1873,-5.3833e-16,0,5.8415,5.8415,0,0,0
-1.2172,-5.3955e-16,0,5.8503,5.8503,0,0,0
-1.2472,-5.4077e-16,0,5.8587,5.8587,0,0,0
-1.2771,-5.4199e-16,0,5.8665,5.8665,0,0,0
-1.307,-5.4321e-16,0,5.8739,5.8739,0,0,0
