"Points:0","Points:1","Points:2","Pressure","Total_Pressure","Velocity:0","Velocity:1","Velocity:2"
0,0.88433,0,8.6755,8.6755,0,0,0
0,0.86518,0,8.6763,8.6763,0,0,0
0,0.84603,0,8.6777,8.6777,0,0,0
0,0.82687,0,8.6801,8.6801,0,0,0
0,0.80769,0,8.6836,8.6836,0,0,0
0,0.78846,0,8.6887,8.6887,0,0,0
0,0.76917,0,8.6955,8.6955,0,0,0
0,0.74982,0,8.7043,8.7043,0,0,0
0,0.73043,0,8.7151,8.7151,0,0,0
0,0.71105,0,8.7274,8.7274,0,0,0
0,0.69169,0,8.7401,8.7401,0,0,0
0,0.67241,0,8.751,8.751,0,0,0
0,0.65318,0,8.7565,8.7565,0,0,0
0,0.63399,0,8.7515,8.7515,0,0,0
0,0.61483,0,8.728,8.728,0,0,0
0,0.59568,0,8.674,8.674,0,0,0
0,0.57653,0,8.5684,8.5684,0,0,0
0,0.55738,0,8.3636,8.3636,0,0,0
0,0.53823,0,7.9317,7.9317,0,0,0
0,0.51908,0,6.9145,6.9145,0,0,0
-2.0515,1,0,8.8472,8.8472,0,0,0
-2.0141,1,0,8.8463,8.8463,0,0,0
-1.9832,1,0,8.8456,8.8456,0,0,0
-1.9533,1,0,8.8449,8.8449,0,0,0
-1.9233,1,0,8.8443,8.8443,0,0,0
-1.8934,1,0,8.844,8.844,0,0,0
-1.8634,1,0,8.8438,8.8438,0,0,0
-1.8334,1,0,8.8438,8.8438,0,0,0
-1.8035,1,0,8.8439,8.8439,0,0,0
-1.7735,1,0,8.8441,8.8441,0,0,0
-1.7435,1,0,8.8445,8.8445,0,0,0
-1.7136,1,0,8.8449,8.8449,0,0,0
-1.6836,1,0,8.8455,8.8455,0,0,0
-1.6536,1,0,8.8461,8.8461,0,0,0
-1.6237,1,0,8.8469,8.8469,0,0,0
-1.5937,1,0,8.8477,8.8477,0,0,0
-1.5637,1,0,8.8487,8.8487,0,0,0
-1.5338,1,0,8.8498,8.8498,0,0,0
-1.5038,1,0,8.8509,8.8509,0,0,0
-1.4739,1,0,8.8522,8.8522,0,0,0
-1.4439,1,0,8.8536,8.8536,0,0,0
-1.4139,1,0,8.8551,8.8551,0,0,0
-1.384,1,0,8.8566,8.8566,0,0,0
-1.354,1,0,8.8583,8.8583,0,0,0
-1.3241,1,0,8.8601,8.8601,0,0,0
-1.2941,1,0,8.862,8.862,0,0,0
-1.2641,1,0,8.864,8.864,0,0,0
-1.2341,1,0,8.8661,8.8661,0,0,0
-1.2042,1,0,8.8683,8.8683,0,0,0
-1.1742,1,0,8.8707,8.8707,0,0,0
-1.1443,1,0,8.8731,8.8731,0,0,0
-1.1143,1,0,8.8756,8.8756,0,0,0
-1.0843,1,0,8.8782,8.8782,0,0,0
-1.0546,1,0,8.8808,8.8808,0,0,0
-1.0271,1,0,8.8833,8.8833,0,0,0
-1.0039,1,0,8.8855,8.8855,0,0,0
-0.98248,1,0,8.8876,8.8876,0,0,0
-0.96176,1,0,8.8896,8.8896,0,0,0
-0.94102,1,0,8.8916,8.8916,0,0,0
-0.92026,1,0,8.8937,8.8937,0,0,0
-0.89948,1,0,8.8958,8.8958,0,0,0
-0.87867,1,0,8.8979,8.8979,0,0,0
-0.8578,1,0,8.9,8.9,0,0,0
-0.83682,1,0,8.9021,8.9021,0,0,0
-0.81581,1,0,8.9042,8.9042,0,0,0
-0.79484,1,0,8.9063,8.9063,0,0,0
-0.77394,1,0,8.9083,8.9083,0,0,0
-0.75313,1,0,8.9104,8.9104,0,0,0
-0.73235,1,0,8.9124,8.9124,0,0,0
-0.71159,1,0,8.9137,8.9137,0,0,0
-0.69091,1,0,8.9136,8.9136,0,0,0
-0.69091,0.98116,0,8.9134,8.9134,0,0,0
-0.69091,0.96301,0,8.9143,8.9143,0,0,0
-0.69091,0.94486,0,8.9166,8.9166,0,0,0
-0.69091,0.92671,0,8.9211,8.9211,0,0,0
-0.69091,0.90856,0,8.9302,8.9302,0,0,0
-0.69091,0.89041,0,8.9407,8.9407,0,0,0
-0.69091,0.87226,0,8.9169,8.9169,0,0,0
-0.69091,0.85455,0,8.727,8.727,0,0,0
-0.59091,0.85455,0,8.6067,8.6067,0,0,0
-0.59091,0.8727,0,8.6279,8.6279,0,0,0
-0.59091,0.89085,0,8.642,8.642,0,0,0
-0.59091,0.90901,0,8.6468,8.6468,0,0,0
-0.59091,0.92716,0,8.6477,8.6477,0,0,0
-0.59091,0.94532,0,8.6477,8.6477,0,0,0
-0.59091,0.96347,0,8.6474,8.6474,0,0,0
-0.59091,0.98162,0,8.6468,8.6468,0,0,0
-0.59091,1,0,8.6464,8.6464,0,0,0
-0.6798,0.85455,0,8.5086,8.5086,0,0,0
-0.66869,0.85455,0,8.4837,8.4837,0,0,0
-0.65758,0.85455,0,8.521,8.521,0,0,0
-0.64646,0.85455,0,8.5558,8.5558,0,0,0
-0.63535,0.85455,0,8.5774,8.5774,0,0,0
-0.62424,0.85455,0,8.5899,8.5899,0,0,0
-0.61313,0.85455,0,8.5982,8.5982,0,0,0
-0.60202,0.85455,0,8.6025,8.6025,0,0,0
8.5913,-1.3915e-16,0,1.298,1.298,0,0,0
8.5411,-1.412e-16,0,1.3177,1.3177,0,0,0
8.6414,-1.371e-16,0,1.2782,1.2782,0,0,0
8.6916,-1.3505e-16,0,1.2584,1.2584,0,0,0
8.7418,-1.3301e-16,0,1.2385,1.2385,0,0,0
8.7919,-1.3096e-16,0,1.2187,1.2187,0,0,0
8.8421,-1.2891e-16,0,1.1988,1.1988,0,0,0
8.8923,-1.2686e-16,0,1.1788,1.1788,0,0,0
8.9424,-1.2481e-16,0,1.1589,1.1589,0,0,0
8.9926,-1.2277e-16,0,1.139,1.139,0,0,0
9.0428,-1.2072e-16,0,1.1192,1.1192,0,0,0
9.0929,-1.1867e-16,0,1.0995,1.0995,0,0,0
9.1431,-1.1662e-16,0,1.0799,1.0799,0,0,0
9.1933,-1.1458e-16,0,1.0602,1.0602,0,0,0
9.2434,-1.1253e-16,0,1.0404,1.0404,0,0,0
9.2936,-1.1048e-16,0,1.0206,1.0206,0,0,0
9.3438,-1.0843e-16,0,1.0008,1.0008,0,0,0
9.3939,-1.0638e-16,0,0.98096,0.98096,0,0,0
9.4441,-1.0434e-16,0,0.96112,0.96112,0,0,0
9.4943,-1.0229e-16,0,0.94128,0.94128,0,0,0
9.5444,-1.0024e-16,0,0.92146,0.92146,0,0,0
9.5946,-9.8193e-17,0,0.90168,0.90168,0,0,0
9.6447,-9.6145e-17,0,0.88194,0.88194,0,0,0
9.6949,-9.4097e-17,0,0.86222,0.86222,0,0,0
9.7451,-9.205e-17,0,0.84255,0.84255,0,0,0
9.7952,-9.0002e-17,0,0.82291,0.82291,0,0,0
9.8454,-8.7954e-17,0,0.80331,0.80331,0,0,0
9.8956,-8.5906e-17,0,0.78374,0.78374,0,0,0
9.9457,-8.3858e-17,0,0.7642,0.7642,0,0,0
9.9959,-8.181e-17,0,0.74469,0.74469,0,0,0
10.046,-7.9763e-17,0,0.7252,0.7252,0,0,0
10.096,-7.7715e-17,0,0.70571,0.70571,0,0,0
10.146,-7.5667e-17,0,0.68622,0.68622,0,0,0
10.197,-7.3619e-17,0,0.66668,0.66668,0,0,0
10.247,-7.1571e-17,0,0.64708,0.64708,0,0,0
10.297,-6.9524e-17,0,0.62738,0.62738,0,0,0
10.347,-6.7476e-17,0,0.60767,0.60767,0,0,0
10.397,-6.5428e-17,0,0.58807,0.58807,0,0,0
11.35,-2.6519e-17,0,0.23233,0.23233,0,0,0
11.3,-2.8567e-17,0,0.25109,0.25109,0,0,0
11.401,-2.4472e-17,0,0.21342,0.21342,0,0,0
11.451,-2.2424e-17,0,0.19474,0.19474,0,0,0
