"Points:0","Points:1","Points:2","Pressure","Total_Pressure","Velocity:0","Velocity:1","Velocity:2"
3.6398,0.5,0,5.6328,5.6328,0,0,0
3.6695,0.5,0,5.6121,5.6121,0,0,0
3.6992,0.5,0,5.5914,5.5914,0,0,0
3.729,0.5,0,5.5708,5.5708,0,0,0
3.7587,0.5,0,5.5501,5.5501,0,0,0
3.7884,0.5,0,5.5295,5.5295,0,0,0
3.8181,0.5,0,5.5088,5.5088,0,0,0
3.8478,0.5,0,5.4882,5.4882,0,0,0
3.8775,0.5,0,5.4676,5.4676,0,0,0
3.9072,0.5,0,5.447,5.447,0,0,0
3.9369,0.5,0,5.4264,5.4264,0,0,0
3.9667,0.5,0,5.4059,5.4059,0,0,0
3.9964,0.5,0,5.3854,5.3854,0,0,0
4.0261,0.5,0,5.365,5.365,0,0,0
4.0558,0.5,0,5.3446,5.3446,0,0,0
4.0855,0.5,0,5.3243,5.3243,0,0,0
4.1152,0.5,0,5.304,5.304,0,0,0
4.1449,0.5,0,5.2837,5.2837,0,0,0
4.1746,0.5,0,5.2635,5.2635,0,0,0
4.2043,0.5,0,5.2433,5.2433,0,0,0
4.2341,0.5,0,5.2231,5.2231,0,0,0
4.2638,0.5,0,5.203,5.203,0,0,0
4.2935,0.5,0,5.1829,5.1829,0,0,0
4.3232,0.5,0,5.1627,5.1627,0,0,0
4.3529,0.5,0,5.1426,5.1426,0,0,0
4.3826,0.5,0,5.1225,5.1225,0,0,0
4.4123,0.5,0,5.1024,5.1024,0,0,0
4.442,0.5,0,5.0823,5.0823,0,0,0
4.4718,0.5,0,5.0622,5.0622,0,0,0
4.5015,0.5,0,5.0422,5.0422,0,0,0
4.5312,0.5,0,5.0222,5.0222,0,0,0
4.5609,0.5,0,5.0022,5.0022,0,0,0
4.5906,0.5,0,4.9823,4.9823,0,0,0
4.6203,0.5,0,4.9624,4.9624,0,0,0
4.65,0.5,0,4.9425,4.9425,0,0,0
4.6797,0.5,0,4.9226,4.9226,0,0,0
4.7095,0.5,0,4.9028,4.9028,0,0,0
4.7392,0.5,0,4.883,4.883,0,0,0
4.7689,0.5,0,4.8632,4.8632,0,0,0
4.7986,0.5,0,4.8435,4.8435,0,0,0
4.8283,0.5,0,4.8237,4.8237,0,0,0
4.858,0.5,0,4.804,4.804,0,0,0
4.8877,0.5,0,4.7842,4.7842,0,0,0
4.9174,0.5,0,4.7643,4.7643,0,0,0
4.9471,0.5,0,4.7443,4.7443,0,0,0
4.9769,0.5,0,4.7241,4.7241,0,0,0
5.0066,0.5,0,4.7036,4.7036,0,0,0
5.0364,0.5,0,4.6828,4.6828,0,0,0
