"Points:0","Points:1","Points:2","Pressure","Total_Pressure","Velocity:0","Velocity:1","Velocity:2"
10.598,-5.7237e-17,0,0.4564,0.4564,0,0,0
10.548,-5.9284e-17,0,0.47349,0.47349,0,0,0
10.648,-5.5189e-17,0,0.43925,0.43925,0,0,0
10.698,-5.3141e-17,0,0.4221,0.4221,0,0,0
10.748,-5.1093e-17,0,0.40511,0.40511,0,0,0
10.799,-4.9045e-17,0,0.38827,0.38827,0,0,0
10.849,-4.6998e-17,0,0.37139,0.37139,0,0,0
10.899,-4.495e-17,0,0.35438,0.35438,0,0,0
10.949,-4.2902e-17,0,0.33735,0.33735,0,0,0
10.999,-4.0854e-17,0,0.32048,0.32048,0,0,0
11.049,-3.8806e-17,0,0.30386,0.30386,0,0,0
11.1,-3.6758e-17,0,0.28759,0.28759,0,0,0
11.15,-3.4711e-17,0,0.27162,0.27162,0,0,0
11.2,-3.2663e-17,0,0.25561,0.25561,0,0,0
11.25,-3.0615e-17,0,0.2394,0.2394,0,0,0
11.3,-2.8567e-17,0,0.22312,0.22312,0,0,0
11.35,-2.6519e-17,0,0.20689,0.20689,0,0,0
11.401,-2.4472e-17,0,0.19069,0.19069,0,0,0
11.451,-2.2424e-17,0,0.17453,0.17453,0,0,0
11.501,-2.0376e-17,0,0.15846,0.15846,0,0,0
11.551,-1.8328e-17,0,0.1425,0.1425,0,0,0
11.601,-1.628e-17,0,0.12652,0.12652,0,0,0
11.651,-1.4232e-17,0,0.11032,0.11032,0,0,0
11.702,-1.2185e-17,0,0.093876,0.093876,0,0,0
11.752,-1.0137e-17,0,0.077411,0.077411,0,0,0
11.802,-8.089e-18,0,0.06124,0.06124,0,0,0
11.852,-6.0411e-18,0,0.045418,0.045418,0,0,0
11.902,-3.9935e-18,0,0.029751,0.029751,0,0,0
11.952,-1.9501e-18,0,0.014337,0.014337,0,0,0
12,0.096024,0,0,3.5155,2.6514,0.00070209,0
12,0.073961,0,0,2.307,2.1477,0.002146,0
12,0.054775,0,0,1.3816,1.6621,0.0018007,0
12,0.038092,0,0,0.7207,1.2005,0.0011713,0
12,0.023584,0,0,0.29539,0.76864,0.00063013,0
12,0.01097,0,0,0.068595,0.37053,0.0002309,0
12,0,0,0,-4.9353e-05,0,0,0
-6,0.90579,0,8.291,8.5256,0.68269,0,0
-6,0.92744,0,8.2921,8.436,0.53839,0,0
-6,0.94626,0,8.293,8.3753,0.40682,0,0
-6,0.96263,0,8.2932,8.3346,0.28781,0,0
-6,0.97686,0,8.2933,8.3097,0.18083,0,0
-6,0.98924,0,8.2932,8.2969,0.085173,0,0
-6,1,0,8.2931,8.2931,0,0,0
-5.9577,1,0,8.2924,8.2924,0,0,0
-5.9122,1,0,8.2915,8.2915,0,0,0
-5.864,1,0,8.2902,8.2902,0,0,0
-5.8139,1,0,8.2886,8.2886,0,0,0
-5.7636,1,0,8.2869,8.2869,0,0,0
-5.7134,1,0,8.2853,8.2853,0,0,0
-5.6631,1,0,8.2837,8.2837,0,0,0
-5.6128,1,0,8.2821,8.2821,0,0,0
-1.0199,-5.3149e-16,0,7.8216,7.8216,0,0,0
-1.0421,-5.324e-16,0,7.8364,7.8364,0,0,0
-1.0682,-5.3347e-16,0,7.8528,7.8528,0,0,0
-1.0976,-5.3466e-16,0,7.8699,7.8699,0,0,0
-1.1275,-5.3588e-16,0,7.8861,7.8861,0,0,0
-1.1574,-5.3711e-16,0,7.9011,7.9011,0,0,0
-1.1873,-5.3833e-16,0,7.9151,7.9151,0,0,0
-1.2172,-5.3955e-16,0,7.9282,7.9282,0,0,0
-1.2472,-5.4077e-16,0,7.9404,7.9404,0,0,0
-1.2771,-5.4199e-16,0,7.9518,7.9518,0,0,0
-1.307,-5.4321e-16,0,7.9625,7.9625,0,0,0
-1.3369,-5.4443e-16,0,7.9725,7.9725,0,0,0
-1.3668,-5.4565e-16,0,7.982,7.982,0,0,0
-1.3967,-5.4688e-16,0,7.9909,7.9909,0,0,0
-1.4267,-5.481e-16,0,7.9993,7.9993,0,0,0
-1.4566,-5.4932e-16,0,8.0072,8.0072,0,0,0
-1.4865,-5.5054e-16,0,8.0147,8.0147,0,0,0
-1.5164,-5.5176e-16,0,8.0218,8.0218,0,0,0
-1.5463,-5.5298e-16,0,8.0285,8.0285,0,0,0
-1.5762,-5.542e-16,0,8.0349,8.0349,0,0,0
-1.6062,-5.5542e-16,0,8.041,8.041,0,0,0
-1.6361,-5.5665e-16,0,8.0468,8.0468,0,0,0
-1.666,-5.5787e-16,0,8.0524,8.0524,0,0,0
-1.6959,-5.5909e-16,0,8.0578,8.0578,0,0,0
-1.7258,-5.6031e-16,0,8.0629,8.0629,0,0,0
-1.7558,-5.6153e-16,0,8.0679,8.0679,0,0,0
